name,name_ar,sku,barcode,category,unit,supplier,cost_price,selling_price,quantity,min_stock,published
Heinz Mayonnaise 400g,heinz mayonnaise 400g,BQ-0190-heinz-mayonnaise-400,,Canned & Preserved,bottle,,7.50,10.00,0,5,yes
Heinz Mustard 200g,heinz mustard 200g,BQ-0191-heinz-mustard-200g,,Canned & Preserved,bottle,,6.00,8.00,0,5,yes
Heinz BBQ Sauce 400g,heinz bbq sauce 400g,BQ-0192-heinz-bbq-sauce-400g,,Canned & Preserved,bottle,,9.00,12.00,0,5,yes
American Garden Ketchup 567g,american garden كاتchup 567g,BQ-0193-american-garden-ketc,,Canned & Preserved,bottle,,7.50,10.00,0,5,yes
American Garden Mayonnaise 340g,american garden mayonnaise 340g,BQ-0194-american-garden-mayo,,Canned & Preserved,bottle,,6.75,9.00,0,5,yes
American Garden Mustard 340g,american garden mustard 340g,BQ-0195-american-garden-must,,Canned & Preserved,bottle,,6.00,8.00,0,5,yes
American Garden Hot Sauce 355ml,american garden hot sauce 355ml,BQ-0196-american-garden-hot-,,Canned & Preserved,bottle,,7.50,10.00,0,5,yes
American Garden Pancake Syrup 710ml,american garden pancake syrup 710ml,BQ-0197-american-garden-panc,,Canned & Preserved,bottle,,13.50,18.00,0,5,yes
Vinegar White 1L,خل white 1L,BQ-0198-vinegar-white-1l,,Canned & Preserved,bottle,,3.00,4.00,0,5,yes
Vinegar Apple 500ml,خل apple 500ml,BQ-0199-vinegar-apple-500ml,,Canned & Preserved,bottle,,3.75,5.00,0,5,yes
Soy Sauce 300ml,soy sauce 300ml,BQ-0200-soy-sauce-300ml,,Canned & Preserved,bottle,,6.00,8.00,0,5,yes
Hot Pepper Sauce 88ml,hot pepper 88ml,BQ-0201-hot-pepper-sauce-88m,,Canned & Preserved,bottle,,4.50,6.00,0,5,yes
Tahini Sesame 450g,طحينة sesame 450g,BQ-0202-tahini-sesame-450g,,Canned & Preserved,jar,,9.00,12.00,0,5,yes
Hummus Ready 400g,حمص ready 400g,BQ-0203-hummus-ready-400g,,Canned & Preserved,jar,,6.00,8.00,0,5,yes
Baba Ghanoush 400g,baba ghanoush 400g,BQ-0204-baba-ghanoush-400g,,Canned & Preserved,jar,,7.50,10.00,0,5,yes
Labneh Jar 900g,labneh jar 900g,BQ-0205-labneh-jar-900g,,Canned & Preserved,jar,,11.25,15.00,0,5,yes
Jam Strawberry 400g,مربى strawberry 400g,BQ-0206-jam-strawberry-400g,,Canned & Preserved,jar,,6.00,8.00,0,5,yes
Jam Apricot 400g,مربى apricot 400g,BQ-0207-jam-apricot-400g,,Canned & Preserved,jar,,6.00,8.00,0,5,yes
Honey Natural 500g,عسل natural 500g,BQ-0208-honey-natural-500g,,Canned & Preserved,jar,,26.25,35.00,0,5,yes
Peanut Butter 340g,peanut butter 340g,BQ-0209-peanut-butter-340g,,Canned & Preserved,jar,,9.00,12.00,0,5,yes
Nutella 350g,nutella 350g,BQ-0210-nutella-350g,,Canned & Preserved,jar,,13.50,18.00,0,5,yes
Nutella 750g,nutella 750g,BQ-0211-nutella-750g,,Canned & Preserved,jar,,24.00,32.00,0,5,yes
Al Baker Black Pepper Ground 100g,al baker فلفل أسود 100g,BQ-0212-al-baker-black-peppe,,Spices & Seasonings,pkt,,6.00,8.00,0,5,yes
Al Baker Cumin Ground 100g,al baker كمون 100g,BQ-0213-al-baker-cumin-groun,,Spices & Seasonings,pkt,,4.50,6.00,0,5,yes
Al Baker Coriander Ground 100g,al baker كزبرة 100g,BQ-0214-al-baker-coriander-g,,Spices & Seasonings,pkt,,3.75,5.00,0,5,yes
Al Baker Turmeric 100g,al baker كركم 100g,BQ-0215-al-baker-turmeric-10,,Spices & Seasonings,pkt,,3.75,5.00,0,5,yes
Al Baker Cinnamon Stick 50g,al baker قرفة 50g,BQ-0216-al-baker-cinnamon-st,,Spices & Seasonings,pkt,,6.00,8.00,0,5,yes
Al Baker Cardamom Green 50g,al baker هيل 50g,BQ-0217-al-baker-cardamom-gr,,Spices & Seasonings,pkt,,18.75,25.00,0,5,yes
Al Baker Cloves 50g,al baker قرنفل 50g,BQ-0218-al-baker-cloves-50g,,Spices & Seasonings,pkt,,9.00,12.00,0,5,yes
Al Baker Bay Leaves 20g,al baker ورق غار 20g,BQ-0219-al-baker-bay-leaves-,,Spices & Seasonings,pkt,,3.00,4.00,0,5,yes
Al Baker Mixed Spice Biryani 100g,al baker بهارات biryani 100g,BQ-0220-al-baker-mixed-spice,,Spices & Seasonings,pkt,,6.00,8.00,0,5,yes
Al Baker Mixed Spice Kabsa 100g,al baker بهارات kabsa 100g,BQ-0221-al-baker-mixed-spice,,Spices & Seasonings,pkt,,6.00,8.00,0,5,yes
Al Baker Mixed Spice Mandi 100g,al baker بهارات mandi 100g,BQ-0222-al-baker-mixed-spice,,Spices & Seasonings,pkt,,6.00,8.00,0,5,yes
Al Baker Chicken Seasoning 100g,al baker seasoning chicken 100g,BQ-0223-al-baker-chicken-sea,,Spices & Seasonings,pkt,,4.50,6.00,0,5,yes
Al Baker Meat Seasoning 100g,al baker seasoning meat 100g,BQ-0224-al-baker-meat-season,,Spices & Seasonings,pkt,,4.50,6.00,0,5,yes
Al Baker Fish Seasoning 100g,al baker seasoning fish 100g,BQ-0225-al-baker-fish-season,,Spices & Seasonings,pkt,,4.50,6.00,0,5,yes
Al Baker Saffron 1g,al baker زعfran 1g,BQ-0226-al-baker-saffron-1g,,Spices & Seasonings,pkt,,11.25,15.00,0,5,yes
Al Baker Sumac 100g,al baker sumac 100g,BQ-0227-al-baker-sumac-100g,,Spices & Seasonings,pkt,,6.00,8.00,0,5,yes
Al Baker Seven Spices 100g,al baker سبع بهارات 100g,BQ-0228-al-baker-seven-spice,,Spices & Seasonings,pkt,,6.00,8.00,0,5,yes
Dried Lime Black 100g,ليمون أسود 100g,BQ-0229-dried-lime-black-100,,Spices & Seasonings,pkt,,7.50,10.00,0,5,yes
Dried Mint 50g,نعnaع مجفف 50g,BQ-0230-dried-mint-50g,,Spices & Seasonings,pkt,,3.75,5.00,0,5,yes
Oregano 50g,oregano 50g,BQ-0231-oregano-50g,,Spices & Seasonings,pkt,,3.75,5.00,0,5,yes
Paprika 100g,paprika 100g,BQ-0232-paprika-100g,,Spices & Seasonings,pkt,,4.50,6.00,0,5,yes
Chili Powder 100g,chili powder 100g,BQ-0233-chili-powder-100g,,Spices & Seasonings,pkt,,4.50,6.00,0,5,yes
Garlic Powder 100g,garlic powder 100g,BQ-0234-garlic-powder-100g,,Spices & Seasonings,pkt,,4.50,6.00,0,5,yes
Onion Powder 100g,onion powder 100g,BQ-0235-onion-powder-100g,,Spices & Seasonings,pkt,,4.50,6.00,0,5,yes
Ginger Powder 100g,ginger powder 100g,BQ-0236-ginger-powder-100g,,Spices & Seasonings,pkt,,4.50,6.00,0,5,yes
Nutmeg 50g,nutmeg 50g,BQ-0237-nutmeg-50g,,Spices & Seasonings,pkt,,7.50,10.00,0,5,yes
Star Anise 50g,yansoon 50g,BQ-0238-star-anise-50g,,Spices & Seasonings,pkt,,9.00,12.00,0,5,yes
MSG 100g,msg 100g,BQ-0239-msg-100g,,Spices & Seasonings,pkt,,3.75,5.00,0,5,yes
Bouillon Chicken 24 cubes,bouillon chicken 24 cubes,BQ-0240-bouillon-chicken-24-,,Spices & Seasonings,box,,6.00,8.00,0,5,yes
Bouillon Beef 24 cubes,bouillon beef 24 cubes,BQ-0241-bouillon-beef-24-cub,,Spices & Seasonings,box,,6.00,8.00,0,5,yes
Stock Powder Vegetable 12 cubes,stock vegetable 12 cubes,BQ-0242-stock-powder-vegetab,,Spices & Seasonings,box,,4.50,6.00,0,5,yes
Arabic Bread 5 pcs,خبز عربي 5 pcs,BQ-0243-arabic-bread-5-pcs,,Bread & Bakery,pkt,,2.25,3.00,0,5,yes
Samar Bread 6 pcs,خبز samar 6 pcs,BQ-0244-samar-bread-6-pcs,,Bread & Bakery,pkt,,3.00,4.00,0,5,yes
Toast White 600g,toast white 600g,BQ-0245-toast-white-600g,,Bread & Bakery,pkt,,4.50,6.00,0,5,yes
Toast Brown 600g,toast brown 600g,BQ-0246-toast-brown-600g,,Bread & Bakery,pkt,,5.25,7.00,0,5,yes
Croissant Plain 4 pcs,كرواسan 4 pcs,BQ-0247-croissant-plain-4-pc,,Bread & Bakery,pkt,,6.00,8.00,0,5,yes
Croissant Chocolate 4 pcs,كرواسan chocolate 4 pcs,BQ-0248-croissant-chocolate-,,Bread & Bakery,pkt,,7.50,10.00,0,5,yes
Pita Bread 6 pcs,خبز pita 6 pcs,BQ-0249-pita-bread-6-pcs,,Bread & Bakery,pkt,,3.00,4.00,0,5,yes
Burger Buns 6 pcs,burger buns 6 pcs,BQ-0250-burger-buns-6-pcs,,Bread & Bakery,pkt,,3.75,5.00,0,5,yes
Hot Dog Buns 6 pcs,hot dog buns 6 pcs,BQ-0251-hot-dog-buns-6-pcs,,Bread & Bakery,pkt,,3.75,5.00,0,5,yes
Cake Plain 400g,cake plain 400g,BQ-0252-cake-plain-400g,,Bread & Bakery,pcs,,9.00,12.00,0,5,yes
Cake Chocolate 400g,cake chocolate 400g,BQ-0253-cake-chocolate-400g,,Bread & Bakery,pcs,,10.50,14.00,0,5,yes
Muffin Blueberry 4 pcs,muffin blueberry 4 pcs,BQ-0254-muffin-blueberry-4-p,,Bread & Bakery,pkt,,7.50,10.00,0,5,yes
Danish Pastry 4 pcs,danish 4 pcs,BQ-0255-danish-pastry-4-pcs,,Bread & Bakery,pkt,,9.00,12.00,0,5,yes
Puff Pastry 400g,puff pastry 400g,BQ-0256-puff-pastry-400g,,Bread & Bakery,pkt,,7.50,10.00,0,5,yes
Sambousek Cheese 6 pcs,sambousek cheese 6 pcs,BQ-0257-sambousek-cheese-6-p,,Bread & Bakery,pkt,,6.00,8.00,0,5,yes
Sambousek Meat 6 pcs,sambousek meat 6 pcs,BQ-0258-sambousek-meat-6-pcs,,Bread & Bakery,pkt,,7.50,10.00,0,5,yes
Fatayer Spinach 6 pcs,fatayer spinach 6 pcs,BQ-0259-fatayer-spinach-6-pc,,Bread & Bakery,pkt,,6.00,8.00,0,5,yes
Fatayer Cheese 6 pcs,fatayer cheese 6 pcs,BQ-0260-fatayer-cheese-6-pcs,,Bread & Bakery,pkt,,6.00,8.00,0,5,yes
Sadia Chicken Whole 900g,sadia دجاج whole 900g,BQ-0261-sadia-chicken-whole-,,Frozen Foods,pkt,,13.50,18.00,0,5,yes
Sadia Chicken Breast 900g,sadia صدر دجاج 900g,BQ-0262-sadia-chicken-breast,,Frozen Foods,pkt,,16.50,22.00,0,5,yes
Sadia Chicken Wings 900g,sadia أwings 900g,BQ-0263-sadia-chicken-wings-,,Frozen Foods,pkt,,12.00,16.00,0,5,yes
Sadia Chicken Nuggets 400g,sadia nuggets 400g,BQ-0264-sadia-chicken-nugget,,Frozen Foods,pkt,,9.00,12.00,0,5,yes
Sadia Chicken Strips 400g,sadia strips 400g,BQ-0265-sadia-chicken-strips,,Frozen Foods,pkt,,10.50,14.00,0,5,yes
Sadia Beef Mince 500g,sadia لحم مفروم 500g,BQ-0266-sadia-beef-mince-500,,Frozen Foods,pkt,,15.00,20.00,0,5,yes
Sadia Beef Burger Patties 4 pcs,sadia burger patties 4 pcs,BQ-0267-sadia-beef-burger-pa,,Frozen Foods,pkt,,11.25,15.00,0,5,yes
Sadia French Fries 1kg,sadia بطاطس fries 1kg,BQ-0268-sadia-french-fries-1,,Frozen Foods,pkt,,9.00,12.00,0,5,yes
Sadia Mixed Vegetables 400g,sadia خضار mixed 400g,BQ-0269-sadia-mixed-vegetabl,,Frozen Foods,pkt,,6.00,8.00,0,5,yes
Sadia Green Peas 400g,sadia بازilla 400g,BQ-0270-sadia-green-peas-400,,Frozen Foods,pkt,,4.50,6.00,0,5,yes
Sadia Corn Kernels 400g,sadia ذرة 400g,BQ-0271-sadia-corn-kernels-4,,Frozen Foods,pkt,,4.50,6.00,0,5,yes
Sadia Pizza Margherita 350g,sadia pizza margherita 350g,BQ-0272-sadia-pizza-margheri,,Frozen Foods,pkt,,9.00,12.00,0,5,yes
Sadia Pizza Pepperoni 350g,sadia pizza pepperoni 350g,BQ-0273-sadia-pizza-pepperon,,Frozen Foods,pkt,,10.50,14.00,0,5,yes
Al Kabeer Paratha Plain 5 pcs,al kabeer paratha 5 pcs,BQ-0274-al-kabeer-paratha-pl,,Frozen Foods,pkt,,6.00,8.00,0,5,yes
Al Kabeer Paratha Malabar 5 pcs,al kabeer paratha malabar 5 pcs,BQ-0275-al-kabeer-paratha-ma,,Frozen Foods,pkt,,6.75,9.00,0,5,yes
Al Kabeer Samosa Potato 12 pcs,al kabeer samosa potato 12 pcs,BQ-0276-al-kabeer-samosa-pot,,Frozen Foods,pkt,,7.50,10.00,0,5,yes
Al Kabeer Spring Rolls 12 pcs,al kabeer spring rolls 12 pcs,BQ-0277-al-kabeer-spring-rol,,Frozen Foods,pkt,,9.00,12.00,0,5,yes
Al Kabeer Kibbeh 12 pcs,al kabeer kibbeh 12 pcs,BQ-0278-al-kabeer-kibbeh-12-,,Frozen Foods,pkt,,11.25,15.00,0,5,yes
Al Kabeer Falafel 12 pcs,al kabeer falafel 12 pcs,BQ-0279-al-kabeer-falafel-12,,Frozen Foods,pkt,,6.00,8.00,0,5,yes
Al Kabeer Shawarma Chicken 500g,al kabeer shawarma chicken 500g,BQ-0280-al-kabeer-shawarma-c,,Frozen Foods,pkt,,13.50,18.00,0,5,yes
Al Kabeer Shawarma Meat 500g,al kabeer shawarma meat 500g,BQ-0281-al-kabeer-shawarma-m,,Frozen Foods,pkt,,16.50,22.00,0,5,yes
Ice Cream Vanilla Tub 1.5L,آيس cream vanilla 1.5L,BQ-0282-ice-cream-vanilla-tu,,Frozen Foods,pcs,,13.50,18.00,0,5,yes
Ice Cream Chocolate Tub 1.5L,آيس cream chocolate 1.5L,BQ-0283-ice-cream-chocolate-,,Frozen Foods,pcs,,13.50,18.00,0,5,yes
Ice Cream Mango Tub 1.5L,آيس cream mango 1.5L,BQ-0284-ice-cream-mango-tub-,,Frozen Foods,pcs,,15.00,20.00,0,5,yes
Ice Cream Pistachio Tub 1L,آيس cream pistachio 1L,BQ-0285-ice-cream-pistachio-,,Frozen Foods,pcs,,16.50,22.00,0,5,yes
Ice Cream Cone Vanilla 4 pcs,آيس cream cone 4 pcs,BQ-0286-ice-cream-cone-vanil,,Frozen Foods,box,,6.00,8.00,0,5,yes
Ice Cream Bar Magnum 3 pcs,magnum 3 pcs,BQ-0287-ice-cream-bar-magnum,,Frozen Foods,box,,11.25,15.00,0,5,yes
Ice Cream Cornetto 4 pcs,cornetto 4 pcs,BQ-0288-ice-cream-cornetto-4,,Frozen Foods,box,,9.00,12.00,0,5,yes
Tomato 1kg,طماطم 1kg,BQ-0289-tomato-1kg,,Fresh Produce,kg,,3.75,5.00,0,5,yes
Cucumber 1kg,خيار 1kg,BQ-0290-cucumber-1kg,,Fresh Produce,kg,,3.00,4.00,0,5,yes
Onion White 1kg,بصل أبيض 1kg,BQ-0291-onion-white-1kg,,Fresh Produce,kg,,2.25,3.00,0,5,yes
Onion Red 1kg,بصل أحمر 1kg,BQ-0292-onion-red-1kg,,Fresh Produce,kg,,3.00,4.00,0,5,yes
Potato 1kg,بطاطس 1kg,BQ-0293-potato-1kg,,Fresh Produce,kg,,2.63,3.50,0,5,yes
Carrot 1kg,جزر 1kg,BQ-0294-carrot-1kg,,Fresh Produce,kg,,3.00,4.00,0,5,yes
Bell Pepper Green 1kg,فلفل أخضر 1kg,BQ-0295-bell-pepper-green-1k,,Fresh Produce,kg,,6.00,8.00,0,5,yes
Bell Pepper Red 1kg,فلفل أحمر 1kg,BQ-0296-bell-pepper-red-1kg,,Fresh Produce,kg,,7.50,10.00,0,5,yes
Eggplant 1kg,باذنجان 1kg,BQ-0297-eggplant-1kg,,Fresh Produce,kg,,4.50,6.00,0,5,yes
Zucchini 1kg,كوسa 1kg,BQ-0298-zucchini-1kg,,Fresh Produce,kg,,4.50,6.00,0,5,yes
Cabbage 1 pcs,ملفوف 1 pcs,BQ-0299-cabbage-1-pcs,,Fresh Produce,pcs,,3.00,4.00,0,5,yes
Lettuce 1 pcs,خس 1 pcs,BQ-0300-lettuce-1-pcs,,Fresh Produce,pcs,,2.25,3.00,0,5,yes
Spinach 1 bundle,سبانخ 1 bundle,BQ-0301-spinach-1-bundle,,Fresh Produce,bundle,,2.25,3.00,0,5,yes
Coriander Fresh 1 bundle,كزبرة طازجة 1 bundle,BQ-0302-coriander-fresh-1-bu,,Fresh Produce,bundle,,1.50,2.00,0,5,yes
Parsley Fresh 1 bundle,بقدونس 1 bundle,BQ-0303-parsley-fresh-1-bund,,Fresh Produce,bundle,,1.50,2.00,0,5,yes
Mint Fresh 1 bundle,نعnaع طازج 1 bundle,BQ-0304-mint-fresh-1-bundle,,Fresh Produce,bundle,,1.50,2.00,0,5,yes
Garlic 250g,ثوم 250g,BQ-0305-garlic-250g,,Fresh Produce,pkt,,3.75,5.00,0,5,yes
Ginger Fresh 250g,زنجبيل 250g,BQ-0306-ginger-fresh-250g,,Fresh Produce,pkt,,4.50,6.00,0,5,yes
Lemon 1kg,ليمون 1kg,BQ-0307-lemon-1kg,,Fresh Produce,kg,,3.75,5.00,0,5,yes
Orange 1kg,برتقال 1kg,BQ-0308-orange-1kg,,Fresh Produce,kg,,4.50,6.00,0,5,yes
Apple Red 1kg,تفاح أحمر 1kg,BQ-0309-apple-red-1kg,,Fresh Produce,kg,,6.00,8.00,0,5,yes
Apple Green 1kg,تفاح أخضر 1kg,BQ-0310-apple-green-1kg,,Fresh Produce,kg,,6.00,8.00,0,5,yes
Banana 1kg,موز 1kg,BQ-0311-banana-1kg,,Fresh Produce,kg,,3.75,5.00,0,5,yes
Grapes Green 1kg,عنب أخضر 1kg,BQ-0312-grapes-green-1kg,,Fresh Produce,kg,,9.00,12.00,0,5,yes
Grapes Red 1kg,عنب أحمر 1kg,BQ-0313-grapes-red-1kg,,Fresh Produce,kg,,10.50,14.00,0,5,yes
Watermelon 1 pcs,بطيخ 1 pcs,BQ-0314-watermelon-1-pcs,,Fresh Produce,pcs,,11.25,15.00,0,5,yes
Melon 1 pcs,شمام 1 pcs,BQ-0315-melon-1-pcs,,Fresh Produce,pcs,,9.00,12.00,0,5,yes
Pomegranate 1kg,رمان 1kg,BQ-0316-pomegranate-1kg,,Fresh Produce,kg,,11.25,15.00,0,5,yes
Mango 1kg,مانgo 1kg,BQ-0317-mango-1kg,,Fresh Produce,kg,,9.00,12.00,0,5,yes
Pineapple 1 pcs,أnanas 1 pcs,BQ-0318-pineapple-1-pcs,,Fresh Produce,pcs,,7.50,10.00,0,5,yes
Avocado 1 pcs,أvocado 1 pcs,BQ-0319-avocado-1-pcs,,Fresh Produce,pcs,,3.75,5.00,0,5,yes
Kiwi 1kg,kiwi 1kg,BQ-0320-kiwi-1kg,,Fresh Produce,kg,,13.50,18.00,0,5,yes
Strawberry 250g,فراولة 250g,BQ-0321-strawberry-250g,,Fresh Produce,pkt,,9.00,12.00,0,5,yes
Blueberry 125g,blueberry 125g,BQ-0322-blueberry-125g,,Fresh Produce,pkt,,11.25,15.00,0,5,yes
Dove Soap Bar 135g,dove صابon 135g,BQ-0323-dove-soap-bar-135g,,Personal Care,pcs,,3.75,5.00,0,5,yes
Dove Body Wash 500ml,dove body wash 500ml,BQ-0324-dove-body-wash-500ml,,Personal Care,pcs,,16.50,22.00,0,5,yes
Dove Shampoo 400ml,dove shampoo 400ml,BQ-0325-dove-shampoo-400ml,,Personal Care,pcs,,18.75,25.00,0,5,yes
Dove Conditioner 400ml,dove conditioner 400ml,BQ-0326-dove-conditioner-400,,Personal Care,pcs,,18.75,25.00,0,5,yes
Dove Deodorant 150ml,dove deodorant 150ml,BQ-0327-dove-deodorant-150ml,,Personal Care,pcs,,13.50,18.00,0,5,yes
Nivea Cream Blue 150ml,nivea cream blue 150ml,BQ-0328-nivea-cream-blue-150,,Personal Care,pcs,,11.25,15.00,0,5,yes
Nivea Body Lotion 400ml,nivea body lotion 400ml,BQ-0329-nivea-body-lotion-40,,Personal Care,pcs,,18.75,25.00,0,5,yes
Nivea Deodorant Roll On 50ml,nivea deodorant 50ml,BQ-0330-nivea-deodorant-roll,,Personal Care,pcs,,9.00,12.00,0,5,yes
Nivea Lip Balm 4.8g,nivea lip balm 4.8g,BQ-0331-nivea-lip-balm-4-8g,,Personal Care,pcs,,7.50,10.00,0,5,yes
Nivea Men Shaving Foam 200ml,nivea shaving foam 200ml,BQ-0332-nivea-men-shaving-fo,,Personal Care,pcs,,13.50,18.00,0,5,yes
Head & Shoulders Shampoo Classic 400ml,head & shoulders shampoo 400ml,BQ-0333-head-shoulders-shamp,,Personal Care,bottle,,21.00,28.00,0,5,yes
Head & Shoulders Shampoo Menthol 400ml,head & shoulders shampoo menthol 400ml,BQ-0334-head-shoulders-shamp,,Personal Care,bottle,,21.00,28.00,0,5,yes
Head & Shoulders Shampoo Smooth 400ml,head & shoulders shampoo smooth 400ml,BQ-0335-head-shoulders-shamp,,Personal Care,bottle,,21.00,28.00,0,5,yes
Colgate Toothpaste Max Fresh 120ml,colgate معجون أسنان 120ml,BQ-0336-colgate-toothpaste-m,,Personal Care,tube,,9.00,12.00,0,5,yes
Colgate Toothpaste Total 120ml,colgate معجون total 120ml,BQ-0337-colgate-toothpaste-t,,Personal Care,tube,,10.50,14.00,0,5,yes
Colgate Toothpaste Kids 50ml,colgate معجون kids 50ml,BQ-0338-colgate-toothpaste-k,,Personal Care,tube,,6.00,8.00,0,5,yes
Colgate Mouthwash 250ml,colgate غargle 250ml,BQ-0339-colgate-mouthwash-25,,Personal Care,tube,,11.25,15.00,0,5,yes
Signal Toothpaste White 120ml,signal معجون 120ml,BQ-0340-signal-toothpaste-wh,,Personal Care,tube,,6.00,8.00,0,5,yes
Signal Toothpaste Herbal 120ml,signal معجون herbal 120ml,BQ-0341-signal-toothpaste-he,,Personal Care,tube,,6.00,8.00,0,5,yes
Pantene Shampoo 400ml,pantene shampoo 400ml,BQ-0342-pantene-shampoo-400m,,Personal Care,bottle,,16.50,22.00,0,5,yes
Pantene Conditioner 360ml,pantene conditioner 360ml,BQ-0343-pantene-conditioner-,,Personal Care,bottle,,16.50,22.00,0,5,yes
Pantene Hair Oil 100ml,pantene hair oil 100ml,BQ-0344-pantene-hair-oil-100,,Personal Care,bottle,,13.50,18.00,0,5,yes
Gillette Razor Blue 2 2 pcs,gillette razor 2 pcs,BQ-0345-gillette-razor-blue-,,Personal Care,pcs,,6.00,8.00,0,5,yes
Gillette Razor Mach3 1 pcs,gillette mach3 1 pcs,BQ-0346-gillette-razor-mach3,,Personal Care,pcs,,26.25,35.00,0,5,yes
Gillette Shaving Gel 200ml,gillette shaving gel 200ml,BQ-0347-gillette-shaving-gel,,Personal Care,pcs,,16.50,22.00,0,5,yes
Gillette Foam Sensitive 200ml,gillette foam 200ml,BQ-0348-gillette-foam-sensit,,Personal Care,pcs,,13.50,18.00,0,5,yes
Toothbrush Soft 1 pcs,فرشاة أسنان soft 1 pcs,BQ-0349-toothbrush-soft-1-pc,,Personal Care,pcs,,3.75,5.00,0,5,yes
Toothbrush Medium 1 pcs,فرشاة أسنان medium 1 pcs,BQ-0350-toothbrush-medium-1-,,Personal Care,pcs,,3.75,5.00,0,5,yes
Dental Floss 50m,dental floss 50m,BQ-0351-dental-floss-50m,,Personal Care,pcs,,6.00,8.00,0,5,yes
Cotton Buds 200 pcs,cotton buds 200 pcs,BQ-0352-cotton-buds-200-pcs,,Personal Care,box,,4.50,6.00,0,5,yes
Cotton Pads 80 pcs,cotton pads 80 pcs,BQ-0353-cotton-pads-80-pcs,,Personal Care,pkt,,6.00,8.00,0,5,yes
Sanitary Pads Regular 10 pcs,فوط صحية 10 pcs,BQ-0354-sanitary-pads-regula,,Personal Care,pkt,,9.00,12.00,0,5,yes
Sanitary Pads Night 8 pcs,فوط ليلية 8 pcs,BQ-0355-sanitary-pads-night-,,Personal Care,pkt,,10.50,14.00,0,5,yes
Baby Diapers Size 3 44 pcs,حفاضات size 3 44 pcs,BQ-0356-baby-diapers-size-3-,,Personal Care,pkt,,41.25,55.00,0,5,yes
Baby Diapers Size 4 40 pcs,حفاضات size 4 40 pcs,BQ-0357-baby-diapers-size-4-,,Personal Care,pkt,,41.25,55.00,0,5,yes
Baby Diapers Size 5 36 pcs,حفاضات size 5 36 pcs,BQ-0358-baby-diapers-size-5-,,Personal Care,pkt,,41.25,55.00,0,5,yes
Baby Wipes 80 pcs,مناديل baby 80 pcs,BQ-0359-baby-wipes-80-pcs,,Personal Care,pkt,,9.00,12.00,0,5,yes
Shampoo Anti Dandruff 400ml,shampoo anti dandruff 400ml,BQ-0360-shampoo-anti-dandruf,,Personal Care,bottle,,15.00,20.00,0,5,yes
Hair Gel 250ml,gel شعر 250ml,BQ-0361-hair-gel-250ml,,Personal Care,jar,,9.00,12.00,0,5,yes
Hair Spray 250ml,hair spray 250ml,BQ-0362-hair-spray-250ml,,Personal Care,bottle,,11.25,15.00,0,5,yes
Face Wash 150ml,face wash 150ml,BQ-0363-face-wash-150ml,,Personal Care,tube,,13.50,18.00,0,5,yes
Body Soap Antibacterial 125g,صابon antibacterial 125g,BQ-0364-body-soap-antibacter,,Personal Care,pcs,,3.00,4.00,0,5,yes
Hand Sanitizer 500ml,معقم يد 500ml,BQ-0365-hand-sanitizer-500ml,,Personal Care,bottle,,9.00,12.00,0,5,yes
Sunscreen SPF 50 100ml,sunscreen 100ml,BQ-0366-sunscreen-spf-50-100,,Personal Care,tube,,26.25,35.00,0,5,yes
Vaseline Petroleum 100ml,vaseline 100ml,BQ-0367-vaseline-petroleum-1,,Personal Care,jar,,7.50,10.00,0,5,yes
Aloe Vera Gel 200ml,aloe vera 200ml,BQ-0368-aloe-vera-gel-200ml,,Personal Care,tube,,11.25,15.00,0,5,yes
Comb 1 pcs,مشط 1 pcs,BQ-0369-comb-1-pcs,,Personal Care,pcs,,2.25,3.00,0,5,yes
Hair Brush 1 pcs,فرشaة شعر 1 pcs,BQ-0370-hair-brush-1-pcs,,Personal Care,pcs,,6.00,8.00,0,5,yes
Nail Clipper 1 pcs,مقص أظافر 1 pcs,BQ-0371-nail-clipper-1-pcs,,Personal Care,pcs,,3.75,5.00,0,5,yes
Razor Disposable 5pk 5 pcs,razor disposable 5 pcs,BQ-0372-razor-disposable-5pk,,Personal Care,pkt,,7.50,10.00,0,5,yes
Shower Cap 1 pcs,shower cap 1 pcs,BQ-0373-shower-cap-1-pcs,,Personal Care,pcs,,2.25,3.00,0,5,yes
Persil Detergent Powder 3kg,persil مسحوق غسيل 3kg,BQ-0374-persil-detergent-pow,,Household & Cleaning,pkt,,26.25,35.00,0,5,yes
Persil Detergent Powder 6kg,persil مسحوق غسيل 6kg,BQ-0375-persil-detergent-pow,,Household & Cleaning,pkt,,45.00,60.00,0,5,yes
Persil Detergent Liquid 2.5L,persil سائل غسيل 2.5L,BQ-0376-persil-detergent-liq,,Household & Cleaning,pkt,,30.00,40.00,0,5,yes
Persil Fabric Softener 2L,persil منعم 2L,BQ-0377-persil-fabric-soften,,Household & Cleaning,pkt,,18.75,25.00,0,5,yes
Tide Detergent Powder 3kg,tide مسحوق 3kg,BQ-0378-tide-detergent-powde,,Household & Cleaning,pkt,,28.50,38.00,0,5,yes
Tide Detergent Liquid 2.5L,tide سائل 2.5L,BQ-0379-tide-detergent-liqui,,Household & Cleaning,pkt,,31.50,42.00,0,5,yes
Tide Pods 15 pcs,tide pods 15 pcs,BQ-0380-tide-pods-15-pcs,,Household & Cleaning,pkt,,26.25,35.00,0,5,yes
