name,name_ar,sku,barcode,category,unit,supplier,cost_price,selling_price,quantity,min_stock,published
Chocolate 350g,كريم الشوكلاتة هنتز 350ج,ITM-02044,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 36*21 36x21g,كيندر شوكلاتة 36*21ج,ITM-00548,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 370g,شوكلاتة برنس كولكتون 370ج,ITM-08106,,Beverages,g,,0.00,0.00,0,5,yes
Flavored Chocolate 375g,كوكي كرسب رقائق بطعم الشوكلاتة 375ج,ITM-06397,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 375g,حلقات قمح بنكهة الشوكلاتة واتوس375ج,ITM-09042,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate Corn 375g,شوكلاتة فاخرة من فاركو كورنيش 375ج,ITM-11636,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 38g,شوكلاتة بريك 38 جم,ITM-02222,,Beverages,g,,0.00,0.00,0,5,yes
Corn Chocolate Mixed 380g,كورنيش فاركو شوكلاتة مشكلة 380ج,ITM-11684,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 4,شوكلاتة بك ون 4 اصابع,ITM-00677,,Beverages,pcs,,0.00,0.00,0,5,yes
Chocolate 12+3 4,شوكلاتة بك ون 4 اصابع 12+3,ITM-00678,,Beverages,pcs,,0.00,0.00,0,5,yes
Chocolate 40,اصابع ويفر بالشوكلاتة اوكي40,ITM-07095,,Beverages,pcs,,0.00,0.00,0,5,yes
Peeler Corn Chocolate 40g,شو موس جبات الذرة بالشوكلاتة 40ج,ITM-08383,,Kitchen & Home,g,,0.00,0.00,0,5,yes
Chocolate 400g,كريم الشوكلاتة باستا نوسا400 جم,ITM-02043,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 400g,شوكلاتة نوتيلا 400ج,ITM-04218,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 400g,فوستر كلاركس كاسترد الشوكلاتة 400ج,ITM-07833,,Beverages,g,,0.00,0.00,0,5,yes
Syrup Chocolate 425g,فرشلي شراب الشوكلاتة سريع المزج 425ج,ITM-03120,,Beverages,g,,0.00,0.00,0,5,yes
Syrup Chocolate 425g,فرشلي شراب الشوكلاتة مضاعف التركيز 425ج,ITM-06498,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 43g,شوكلاتة جلاكسي الأكثر نعومة 43ج,ITM-12132,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 432g,شوكلاتة سربريز432ج,ITM-02561,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 45g,شوكلاتة كيت كات 45ج,ITM-02565,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 450g,شوكلاتة سراي رول ريكس 450 جم,ITM-00120,,Beverages,g,,0.00,0.00,0,5,yes
Corn Flakes Chocolate 450g,رقائق كورن فليكس بالشوكلاتة 450ج,ITM-00144,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 450g,شوكلاتة بانوراما 450ج,ITM-02004,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 450g,جورجينا شوكلاتة فاركو 450ج,ITM-03861,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 450g,نسكويك شوكلاتة 450ج,ITM-04929,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 450g,النخلة حلا وة طرية للدهن بالشوكلاتة 450جرام,ITM-10726,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 450g,نسكويك خليط الشوكلاتة 450ج,ITM-13231,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 450g,نسكويك خليط الشوكلاتة 450 جم,ITM-14866,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 450g,نسكويك خليط الشوكلاتة 450 جم,ITM-16561,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 454g,بيتر توفي شوكلاتة 454 جم,ITM-03546,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 456g,شوكلاتة الكير جولدن 456ج,ITM-02566,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 468g,خليط كعكة الشوكلاتة سانتا468ج,ITM-13249,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 48*19.2 48x19.2g,شوكلاتة توفي 48*19.2ج,ITM-02758,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 480g,ويفر سامبا مغطا بالشوكلاتة 480 جرام,ITM-16924,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 5*41.5 5x41.5g,شوكلاتة كت كات 5*41.5ج,ITM-05107,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 50g,ويفر كيجي بالشوكلاتة 50 جم,ITM-02584,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate Snickers 50g,شوكلاتة سنكرس 50ج,ITM-10629,,Beverages,g,,0.00,3.00,0,5,yes
Tahini Chocolate 500g,النخلة طحينية بالشوكلاتة 500ج,ITM-00183,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 500g,شوكلاتة بيتر توفيس500ج,ITM-00428,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 500g,خليط بيتي كروكر بالشوكلاتة 500 جم,ITM-01002,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 500g,رقائق شوكلاتة كوكو بوبس 500ج,ITM-01534,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 500g,شوكلاتة كلارافاركو 500 جم,ITM-01989,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 500g,هورليكس شوكلاتة 500 ج,ITM-03817,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 500ml,ايس كريم كواليتي مقلم الشوكلاتة 500 مل,ITM-04072,,Beverages,L,,0.00,0.00,0,5,yes
Chocolate 500g,شوكلاتة جولد بنكهة الكاراميل 500 جم,ITM-13196,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 500ml,ايس كريم لندن اسبريسو الشوكلاتة 500 مل,ITM-14169,,Beverages,L,,0.00,0.00,0,5,yes
Chocolate 54*12 54x12g,شوكلاتة ميلكي بال 54*12ج,ITM-02583,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 55g,نحول جمبو روول بالشوكلاتة 55ج,ITM-02556,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 57g,شوكلاتة باونتي بجوز الهند57ج,ITM-00998,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 575g,شوكلاتة سوسي استريت 575ج,ITM-01983,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 6,شوكلاتة مارس 6 حبات,ITM-05647,,Beverages,pcs,,0.00,0.00,0,5,yes
Snickers Chocolate 6*54 6x54g,سنكرس بالشوكلاتة والكراميل 6*54ج,ITM-00431,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate Ulker 600g,شوكلاتة جولدن اولكر 600ج,ITM-01984,,Beverages,g,,0.00,0.00,0,5,yes
Maamoul Chocolate 600g,معمول ايلين بالشوكلاتة 600ج,ITM-02150,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 600g,شوكو بار الشهد بالشوكلاتة 600ج,ITM-02151,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 600g,فيفاني شوكلاتة كوكولين 600 جم,ITM-12393,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate Corn 675g,شوكلاتة كورنيش 675ج,ITM-00442,,Beverages,g,,0.00,0.00,0,5,yes
Syrup Chocolate 680g,فرشلي شراب الشوكلاتة 680 جم,ITM-05043,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 696g,شوكلاتة جواهر 696ج,ITM-02208,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 70g,فطيرة يومي بالشوكلاتة 70ج,ITM-07495,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 7+1 75g,دانيت كريم كراميل شوكلاتة 75 جم7+1,ITM-16870,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 750g,كريم الشوكلاتة باستا نوسا 750ج,ITM-02042,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 750g,شوكلاتة اسيا ترافل جوز هند 750ج,ITM-08460,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate Golbon 750g,شوكلاتة جوز الهند 750ج golbon,ITM-02033,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 8,شوكلاتة كيندر 8 الواح,ITM-03274,,Beverages,pcs,,0.00,0.00,0,5,yes
Chocolate Mixed 820g,صندوق شوكلاتة مشكل فيجكاو 820ج,ITM-08067,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 840g,شوكلاتة لاروندا 840ج,ITM-02003,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 9g,كوكيز الشوفان بالشوكلاتة 9 جم,ITM-14081,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 90g,شوكلاتة لواكر تورتينا90 جم,ITM-00628,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 900g,شوكلاتة فاخرة بانوراما 900 جم,ITM-01780,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 900g,شوكلاتة فاركو 900ج,ITM-01792,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate 900g,شوكلاتة روندا 900ج,ITM-02511,,Beverages,g,,0.00,0.00,0,5,yes
Syrup Chocolate Al Alali,شراب شوكلاتة العلالي مع العرض,ITM-02909,,Beverages,pcs,,0.00,0.00,0,5,yes
Syrup Chocolate Al Alali 625g,شراب شيراة الشوكلاتة العلالي 625 جم,ITM-05106,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate Almonds 750g,شوكلاتة جول بن الموندا باللوز 750ج,ITM-02008,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate Americana1040 1040g,شوكلاتة شوكو كوكيز امريكانا1040ج,ITM-01993,,Beverages,kg,,0.00,0.00,0,5,yes
Chocolate Biscuits,شوكلاتة كلاسك مع البسكويت,ITM-00904,,Beverages,pcs,,0.00,0.00,0,5,yes
Chocolate Biscuits 15g,شوكلاتة كريم مع بسكويت 15ج,ITM-08423,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate CABITA,شوكلاتة CABITA,ITM-02562,,Beverages,pcs,,0.00,0.00,0,5,yes
Chocolate Chocolate 2kg,شوكلاتة تاياش اورنيت شوكلاتة الكولين 2ك,ITM-03867,,Beverages,kg,,0.00,0.00,0,5,yes
Chocolate Chocolate650 650g,شوكلاتة اكليرس بالشوكلاتة650 جم,ITM-02031,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate Coffee,شوكلاتة شوكو اكسبرس مع القهوة,ITM-00907,,Beverages,pcs,,0.00,0.00,0,5,yes
Chocolate Cream600 600g,بيتي كروكر شوكلاتة وكريمة600جرام,ITM-02937,,Beverages,g,,0.00,0.00,0,5,yes
Maamoul Chocolate Dates,معمول شوكلاتة بالتمر ريتاج,ITM-02157,,Beverages,pcs,,0.00,0.00,0,5,yes
Maamoul Chocolate Eggs 600g,معمول شوكو لف بالشوكلاتة البيضاء 600ج,ITM-08604,,Dairy & Eggs,g,,0.00,0.00,0,5,yes
Syrup Chocolate Eggs 624g,فرشلي شراب الشوكلاتة البيضاء 624 غرام,ITM-17818,,Dairy & Eggs,g,,0.00,0.00,0,5,yes
Chocolate Eggs19.50 19.50g,شوكلاتة كندر بيونو الابيض19.50ج,ITM-06714,,Dairy & Eggs,g,,0.00,0.00,0,5,yes
Chocolate Snickers Fava Beans 17 7g,شوكلاتة سنكرس بالفول اسوداني 17=7ج,ITM-00310,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate Fava Beans 24*12 24x12g,ويفر بالشوكلاتة والفول السوداني24*12ج,ITM-07097,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate Snickers Fava Beans 24*32 24x32g,شوكلاتة سنكرس بالفول السوداني 24*32ج,ITM-02027,,Beverages,g,,0.00,1.50,0,5,yes
Chocolate Snickers Fava Beans 24*54 24x54g,شوكلاتة سنكرس بالفول اسوداني 24*54ج,ITM-00662,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate Fava Beans 45g,شوكلاتة سنكرو بالفول السوداني والكراميل 45ج,ITM-05522,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate Galaxy 1400g,جواهر شوكلاتة جالكسي 1400 جم,ITM-03663,,Beverages,kg,,0.00,0.00,0,5,yes
Chocolate Galaxy 197g,جواهر شوكلاتة جالكسي 197 جم,ITM-02209,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate Galaxy 400g,جواهر شوكلاتة جالكسي 400 جم,ITM-05945,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate Galaxy 400g,جواهر شوكلاتة جالكسي 400 جرام,ITM-16473,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate Galaxy 650,شوكلاتة جالكسي جواهر 650غ,ITM-11998,,Beverages,pcs,,0.00,0.00,0,5,yes
Chocolate Galaxy 900g,جواهر شوكلاتة جالكسي 900 جم,ITM-02207,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate Galaxy Milk Hazelnut,شوكلاتة جالكسي بالحليب والبندق,ITM-00318,,Dairy & Eggs,pcs,,0.00,0.00,0,5,yes
Chocolate Galaxy Milk Hazelnut 12,شوكلاتة جالكسي بالحليب والبندق 12قطعة,ITM-04528,,Dairy & Eggs,pcs,,0.00,0.00,0,5,yes
Chocolate Gillette 21g,شوكلاتة الماكسي كيندر 21ج,ITM-03596,,Beverages,g,,0.00,1.25,0,5,yes
Chocolate Gillette 250g,شوكلاتة فروت ماكس 250ج,ITM-01991,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate Gillette 400g,شوكلاتة ماكينتوش كواليتي ستريت 400ج,ITM-03878,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate Goody 500g,رقائق الشوكلاتة قودي 500ج,ITM-04656,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate Hazelnut 100g,شوكلاتة لواكر تورتينا بالبندق 100 جم,ITM-05493,,Dairy & Eggs,g,,0.00,0.00,0,5,yes
Chocolate Hazelnut 2kg,شوكلاتة تاياش اورينت بالبندق 2ك,ITM-12389,,Dairy & Eggs,kg,,0.00,0.00,0,5,yes
Chocolate Hazelnut 567g,شوكلاتة اسيا ترافل بندق 567ج,ITM-08459,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate Hazelnut 75g,دنيت شوكلاتة البندق 75ج,ITM-10581,,Dairy & Eggs,g,,0.00,0.00,0,5,yes
Chocolate Hazelnut Milk Cola 1400g,جروفي نوك شوكلاتة بالبندق وحليب الشوكولا 1400ج,ITM-08036,,Dairy & Eggs,kg,,0.00,0.00,0,5,yes
Chocolate Laban 750g,شوكلاتة جول بن البني 750ج,ITM-01808,,Dairy & Eggs,g,,0.00,0.00,0,5,yes
Chocolate Lotus 2,شوكلاتة جلاكسي فلوتس 2اصابع,ITM-00088,,Beverages,pcs,,0.00,1.00,0,5,yes
Chocolate Lotus 2,شوكلاتة جلاكسي فلوتس 2اصابع,ITM-02026,,Beverages,pcs,,0.00,0.00,0,5,yes
Chocolate M&M 24*30 24x30g,شوكلاتة M&M مينيز 24*30ج,ITM-01976,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate Milk Nuts,شوكلاتة بالحليب والمكسرات,ITM-04866,,Dairy & Eggs,pcs,,0.00,0.00,0,5,yes
Ulker Chocolate Milk 10*40 10x40g,اولكرجولدن بالشوكلاتة والحليب 10*40ج,ITM-02588,,Dairy & Eggs,g,,0.00,0.00,0,5,yes
Chocolate Milk 100g,شوكلاتة مغطاة بالحليب 100ج,ITM-02587,,Dairy & Eggs,g,,0.00,0.00,0,5,yes
Chocolate Milk 120g,لندن شوكلاتة بلحليب 120جرام,ITM-02389,,Dairy & Eggs,g,,0.00,0.00,0,5,yes
Chocolate Milk 20g,شوكلاتة تربلكس بالحليب 20 جم,ITM-02284,,Dairy & Eggs,g,,0.00,0.00,0,5,yes
Chocolate Milk 24*20 24x20g,شوكلاتة تربلكس بالحليب 24*20ج,ITM-02285,,Dairy & Eggs,g,,0.00,0.00,0,5,yes
Chocolate Milk 25g,شوكلاتة هبي بالحليب 25ج,ITM-01524,,Dairy & Eggs,g,,0.00,0.00,0,5,yes
Chocolate Milk 272g,حلوى بونبون الشوكلاتة بالحليب 272ج,ITM-03545,,Dairy & Eggs,g,,0.00,0.00,0,5,yes
Chocolate Milk 336g,شوكلاتة سربريزي بالحليب 336ج,ITM-02564,,Dairy & Eggs,g,,0.00,0.00,0,5,yes
Chocolate Milk 360g,شوكلاتة الكير مع الحليب 360ج,ITM-02510,,Dairy & Eggs,g,,0.00,0.00,0,5,yes
Chocolate Milk 375g,رول روكس شوكلاتة كروية بالحليب 375ج,ITM-08105,,Dairy & Eggs,g,,0.00,0.00,0,5,yes
Chocolate Milk 500g,خليط كروكر شوكلاتة بالحليب 500 جم,ITM-02555,,Dairy & Eggs,g,,0.00,12.00,0,5,yes
Maamoul Chocolate Milk 620g,معمول شوكو لولي بالشوكلاتة والحليب 620ج,ITM-12166,,Dairy & Eggs,g,,0.00,0.00,0,5,yes
Chocolate Milk 630g,شوكلاتة بالحليب 630ج,ITM-09111,,Dairy & Eggs,g,,0.00,0.00,0,5,yes
Chocolate Milk 650g,شوكلاتة اكليرس بالحليب 650 جم,ITM-02030,,Dairy & Eggs,g,,0.00,0.00,0,5,yes
Chocolate Milk 650g,شوكلاتة جولد سان بالحليب والرز 650ج,ITM-02039,,Dairy & Eggs,g,,0.00,0.00,0,5,yes
Chocolate Milk 90g,شوكلاتة اتشينا بالحليب 90ج,ITM-00340,,Dairy & Eggs,g,,0.00,0.00,0,5,yes
Chocolate Milk 90g,شوكلاتة اتشينا بالحليب والفانيلا 90ج,ITM-01761,,Dairy & Eggs,g,,0.00,0.00,0,5,yes
Chocolate Ulker Milk Almonds 10*40 10x40g,شوكلاتة اولكر جولدن بالحليب والوز 10*40ج,ITM-04080,,Dairy & Eggs,g,,0.00,0.00,0,5,yes
Chocolate Milk Hazelnut 3000g,شوكلاتة زيرو بالحليب والبندق 3000ج,ITM-08065,,Dairy & Eggs,kg,,0.00,0.00,0,5,yes
Chocolate Milk Hazelnut 43g,شوكلاتة كيندر بالحليب والبندق 43ج,ITM-07158,,Dairy & Eggs,g,,0.00,0.00,0,5,yes
Chocolate Milk Hazelnut 43g,شوكلاتة كيندر بالحليب والبندق 43 جم,ITM-15541,,Dairy & Eggs,g,,0.00,0.00,0,5,yes
Chocolate Milk Hazelnut 700g,شوكلاتة سالي جوهر بالحليب والبندق 700ج,ITM-00430,,Dairy & Eggs,g,,0.00,0.00,0,5,yes
Chocolate Milk Orange850 850g,جولد شوكلاتة الكوكولين الحليب برتقال850 جم,ITM-13688,,Dairy & Eggs,g,,0.00,0.00,0,5,yes
Chocolate Milk Rice 2kg,شوكلاتة تاياش اورينت بالحليب والارز 2ك,ITM-12388,,Dairy & Eggs,kg,,0.00,0.00,0,5,yes
Chocolate Milk Rice 850g,جولد شوكلاتة الكوكولين الحليب والارز 850ج,ITM-03868,,Dairy & Eggs,g,,0.00,0.00,0,5,yes
Chocolate Milk700 700g,شوكلاتة سراي جوهر محشية بالحليب700ج,ITM-01781,,Dairy & Eggs,g,,0.00,0.00,0,5,yes
Chocolate Paper 100g,شوكلاتة لوكر دارك نوار الورقي 100ج,ITM-02752,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate Strawberry 270g,شوكلاتة اسيا ترافل بالفراولة 270ج,ITM-08458,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate Strawberry 350g,شوكلاتة جولد بالفراولة 350ج,ITM-02002,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate Strawberry 350g,شوكلاتة اسيا ترافل فراولة 350ج,ITM-08542,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate Strawberry 850g,شوكلاتة جولد بالفراولة 850ج,ITM-02034,,Beverages,g,,0.00,0.00,0,5,yes
Syrup Chocolate Sugar 510g,فرشلي شراب الشوكلاتة خالي من السكر 510ج,ITM-06495,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate30 30g,بارني بالشوكلاتة30ج,ITM-00362,,Beverages,g,,0.00,0.00,0,5,yes
Chocolate375 375g,حبوب بوبنز شوكوبوبس بالشوكلاتة375ج,ITM-12000,,Beverages,g,,0.00,0.00,0,5,yes
Mixed Chocolate710 710g,ماينيس مشكل شوكلاتة710ج,ITM-08334,,Beverages,g,,0.00,0.00,0,5,yes
Chunk Lite Tuna,Chunk lite تونة,923,,Canned & Preserved,pcs,,0.00,7.00,0,5,yes
Chunk Lite Tunae and,Chunk lite تونةe and,1010,,Canned & Preserved,pcs,,0.00,0.00,0,5,yes
Citrus Can 250Ml,Citrus Can 250Ml,1280,,General,ml,,0.00,2.00,0,5,yes
City Cafe Ice Coffee Ml 180ml,City Cafe Ice قهوة 180 ml,972,,Beverages,ml,,0.00,3.50,0,5,yes
Civic Bettrey 9V,Civic Bettrey 9V,1461,,General,pcs,,0.00,3.00,0,5,yes
Classic Tissue,Classic مناديل,812,,Household & Cleaning,pcs,,0.00,2.00,0,5,yes
Cleaner,منظف الافران اوفين كلينر,ITM-08006,,Household & Cleaning,pcs,,0.00,0.00,0,5,yes
Cleaner Dac,منظف المرحاض داك,ITM-11311,,Household & Cleaning,pcs,,0.00,0.00,0,5,yes
Cleaner 1L,منظف هاربيك منعش دراق والياسمين 1 لتر,ITM-04396,,Household & Cleaning,L,,0.00,0.00,0,5,yes
Cleaner 1L,منظف هاربيك للمراحيض 1 لتر,ITM-04437,,Household & Cleaning,L,,0.00,0.00,0,5,yes
Dac Cleaner 1L,داك سوبر منظف متعدد الاغراض ورد 1 لتر,ITM-13073,,Household & Cleaning,L,,0.00,0.00,0,5,yes
Cleaner 1L,منظف ارضيات 1 لتر,ITM-15160,,Household & Cleaning,L,,0.00,0.00,0,5,yes
Cleaner 1L,منظف ارضيات 1 لتر,ITM-15161,,Household & Cleaning,L,,0.00,0.00,0,5,yes
Cleaner 1L,ماس منظف الاطباق 1 لتر,ITM-15326,,Household & Cleaning,L,,0.00,0.00,0,5,yes
Cleaner 1kg,ريم منظف ومعطر ارضيات 1 كجم,ITM-17551,,Personal Care,kg,,0.00,0.00,0,5,yes
Cleaner GlassDac 1+1,منظف زجاجداك 1+1,ITM-02894,,Household & Cleaning,pcs,,0.00,0.00,0,5,yes
Liquid Cleaner 1.5L,ريم سائل منظف ارضيات 1.5 لتر,ITM-04527,,Household & Cleaning,L,,0.00,0.00,0,5,yes
Liquid Cleaner 1.5L,ريم سائل منظف ارضيات صنوبر 1.5 لتر,ITM-17175,,Household & Cleaning,L,,0.00,0.00,0,5,yes
Cleaner 1000ml,العملاق جل منظف عام 1000 مل,ITM-16940,,Personal Care,L,,0.00,0.00,0,5,yes
Cleaner 2*650 2x650ml,ماس منظف للمطبخ 2*650 مل عرض,ITM-14992,,Household & Cleaning,L,,0.00,0.00,0,5,yes
Cleaner 2*650 2x650ml,منظف ماس 2*650 مل 15%خصم,ITM-16306,,Household & Cleaning,L,,0.00,0.00,0,5,yes
Dac Cleaner Glass 2+1,داك منظف الزجاج 2+1 مجانا,ITM-01316,,Household & Cleaning,pcs,,0.00,0.00,0,5,yes
Cleaner 2+1,منظف هاربيك 2+1,ITM-04638,,Household & Cleaning,pcs,,0.00,0.00,0,5,yes
Cleaner Glass 2+1,ماس منظف زجاج 2+1,ITM-07707,,Household & Cleaning,pcs,,0.00,0.00,0,5,yes
Cleaner 2.7L,ماس منظف الاطباق 2.7 لتر,ITM-15325,,Household & Cleaning,L,,0.00,0.00,0,5,yes
Cleaner 200m,كلير منظف ومرطب 200 م,ITM-10979,,Household & Cleaning,pcs,,0.00,0.00,0,5,yes
Cleaner 2000ml,العملاق جل منظف عام 2000 مل,ITM-16338,,Personal Care,L,,0.00,0.00,0,5,yes
Cleaner 250ml,جيليت رغوة منظف ومنعش250 مل,ITM-14837,,Household & Cleaning,ml,,0.00,0.00,0,5,yes
Cleaner 280ml,تونيك منظف للوجة بنكهة الورد 280 مل,ITM-11843,,Household & Cleaning,ml,,0.00,0.00,0,5,yes
Cleaner 280ml,تونبك منظف للوجة نكهة صبار 280 مل,ITM-11844,,Household & Cleaning,ml,,0.00,0.00,0,5,yes
Cleaner Scented 3L,منظف للرخام برائحة التوت 3 لتر,ITM-03907,,Household & Cleaning,L,,0.00,0.00,0,5,yes
Cleaner Glass 3L,موبي كير منظف الزجاج والاسطح 3 لتر,ITM-13041,,Household & Cleaning,L,,0.00,0.00,0,5,yes
Cleaner 3L,ريم منظف ارضيات 3 لتر,ITM-17554,,Household & Cleaning,L,,0.00,0.00,0,5,yes
Cleaner 30L,كلوركس منظف ملابس 30 لتر,ITM-12308,,Household & Cleaning,L,,0.00,0.00,0,5,yes
Cleaner 300ml,منظف وملمع الأثاث موبي كير 300 ملل,ITM-02301,,Household & Cleaning,ml,,0.00,0.00,0,5,yes
Cleaner 300ml,منظف افران 300 مل,ITM-04927,,Household & Cleaning,ml,,0.00,0.00,0,5,yes
Cleaner 300ml,اومينو بانكو منظف للسجاد والاقمشة 300 ملي,ITM-04954,,Household & Cleaning,ml,,0.00,0.00,0,5,yes
Cleaner 300ml,فورنيت منظف للافران والمواقد 300 ملي,ITM-04956,,Household & Cleaning,ml,,0.00,0.00,0,5,yes
Cleaner 300ml,اوفال منظف للافران والشوايات300 ملي,ITM-04957,,Household & Cleaning,ml,,0.00,0.00,0,5,yes
Cleaner 300ml,كويك بخاخ منظف الافران 300 مل,ITM-05839,,Household & Cleaning,ml,,0.00,0.00,0,5,yes
Cleaner 300ml,بليدج منظف اثاث 300 مل,ITM-11541,,Household & Cleaning,ml,,0.00,0.00,0,5,yes
Cleaner 335ml,منظف الأستنلس ستيل كلاسيك 335 مل,ITM-11836,,Household & Cleaning,ml,,0.00,0.00,0,5,yes
Cleaner 335ml,كلاسيك منظف النحاس 335 ملي,ITM-13069,,Household & Cleaning,ml,,0.00,0.00,0,5,yes
Dac Cleaner Glass4 4L,داك منظف زجاج4 لتر,ITM-02897,,Household & Cleaning,L,,0.00,0.00,0,5,yes
Cleaner Glass 4L,منظف زجاج كريستال 4 لتر,ITM-07928,,Household & Cleaning,L,,0.00,0.00,0,5,yes
Cleaner 4L,زهور ملمع ومنظف الاسطح 4 لتر,ITM-17180,,Household & Cleaning,L,,0.00,0.00,0,5,yes
Cleaner Glass +500 4L 500ml,منظف زجاج بيورلاين 4لتر +500 مل مجان,ITM-03309,,Household & Cleaning,L,,0.00,0.00,0,5,yes
Cleaner 400ml,منظف افران موبي 400 ملل,ITM-02300,,Household & Cleaning,ml,,0.00,0.00,0,5,yes
Cleaner 400ml,منظف وملمع الستيل موبي كير 400 ملل,ITM-02302,,Household & Cleaning,ml,,0.00,0.00,0,5,yes
Dac Cleaner Glass 400ml,داك منظف الزجاج لمعان بدون اثر 400 مل,ITM-05297,,Household & Cleaning,ml,,0.00,0.00,0,5,yes
Cleaner 400ml,اوفال منظف الافران 400 مل,ITM-15013,,Household & Cleaning,ml,,0.00,0.00,0,5,yes
Cleaner 400ml,موبي كير منظف أفران 400 مل,ITM-16727,,Household & Cleaning,ml,,0.00,0.00,0,5,yes
Cleaner 5L,فت منظف متعددإلاستعمالات5 لتر,ITM-08985,,Household & Cleaning,L,,0.00,0.00,0,5,yes
Cleaner 50L,منظف مرايا 50 لتر,ITM-02887,,Household & Cleaning,L,,0.00,0.00,0,5,yes
Cleaner 500ml,موبي منظف المراحيض 500 مل,ITM-10357,,Household & Cleaning,L,,0.00,0.00,0,5,yes
Cleaner Glass 500ml,اكت منظف زجاج 500 مل,ITM-12002,,Household & Cleaning,L,,0.00,0.00,0,5,yes
Cleaner 500ml,اكت كريم منظف ليمون 500 مل,ITM-12417,,Personal Care,L,,0.00,0.00,0,5,yes
