name,name_ar,sku,barcode,category,unit,supplier,cost_price,selling_price,vat,quantity,min_stock,published
Al Alali 350,العلالي عسل اكاسيا 350جم,ITM-00366,,General,g,,0.00,0.00,default,0,5,yes
Al Alali 350,العلالي عسل نحل 350جم,ITM-12899,,General,g,,0.00,0.00,default,0,5,yes
Al Alali 36 450,العلالي مكرونة ايطالية36 450جم,ITM-06295,,Rice & Grains,g,,0.00,0.00,default,0,5,yes
Al Alali 400,خضار مشكلة العلالي 400جم,ITM-06031,,General,g,,0.00,0.00,default,0,5,yes
Al Alali 400,نشاء العلالي باكت 400جم,ITM-07784,,General,g,,0.00,0.00,default,0,5,yes
Al Alali 400,بزالية وجزرالعلالي 400جم,ITM-10188,,Fresh Produce,g,,0.00,0.00,default,0,5,yes
Al Alali 400,بزالية حلوة العلالي 400جم,ITM-10189,,General,g,,0.00,0.00,default,0,5,yes
Al Alali 400,العلالي مكرونة اسباغيتي ايطالية 400جم,ITM-10318,,Rice & Grains,g,,0.00,0.00,default,0,5,yes
Al Alali 400,العلالي مربى الكرز 400جم,ITM-10537,,General,g,,0.00,0.00,default,0,5,yes
Al Alali 400,العلالي مربى التوت 400جم,ITM-10538,,General,g,,0.00,0.00,default,0,5,yes
Al Alali 400,العلالي مربى المشمش 400جم,ITM-10539,,General,g,,0.00,0.00,default,0,5,yes
Al Alali 400,العلالي مربى الاناناس 400جم,ITM-10540,,General,g,,0.00,0.00,default,0,5,yes
Al Alali 400,العلالي مربى الفاكهة المشكلة 400جم,ITM-10542,,General,g,,0.00,0.00,default,0,5,yes
Al Alali 400,العلالي فاصوليا خضراء مقطعة 400جم,ITM-13398,,General,g,,0.00,0.00,default,0,5,yes
Al Alali 400,باكنج باودر العلالي 400جم,ITM-13492,,General,g,,0.00,0.00,default,0,5,yes
Al Alali 400,مكرونية العلالي ايطالية بافيتي 400جم,ITM-17420,,General,g,,0.00,0.00,default,0,5,yes
Al Alali 400,مكرونية العلالي ايطالية نحيفة 400جم,ITM-17421,,General,g,,0.00,0.00,default,0,5,yes
Al Alali 400 125,شعيرية ايطالية العلالي 400جم رقم 125,ITM-10255,,General,g,,0.00,0.00,default,0,5,yes
Al Alali 420,فواكة مشكلة في شراب كثيف العلالي 420جم,ITM-10461,,General,g,,0.00,0.00,default,0,5,yes
Al Alali 424,العلالي خليط الفانيلا الفرنسي424جم,ITM-03246,,General,g,,0.00,0.00,default,0,5,yes
Al Alali 425,العلالي خوخ دراق أنصاف 425ج,ITM-04333,,General,g,,0.00,0.00,default,0,5,yes
Al Alali 425,العلالي ذرة حب حلوة 425جم,ITM-10190,,Canned & Preserved,g,,0.00,0.00,default,0,5,yes
Al Alali 45 450,العلالي مكرونة إيطالية رقم 45 450جم,ITM-03625,,Rice & Grains,g,,0.00,0.00,default,0,5,yes
Al Alali 450,نشاء العلالي علب 450جم,ITM-07559,,General,g,,0.00,0.00,default,0,5,yes
Al Alali 450,مكرونية العلالي ايطالية450ج,ITM-10248,,General,g,,0.00,0.00,default,0,5,yes
Al Alali 450,مكرونة العلالي ايطالية 450جم,ITM-13451,,Rice & Grains,g,,0.00,0.00,default,0,5,yes
Al Alali 450,العلالي تالياتيلي ايطالية 450جم,ITM-17350,,General,g,,0.00,0.00,default,0,5,yes
Al Alali 450,لازانيا العلالي ايطالية 450جم,ITM-17609,,General,g,,0.00,0.00,default,0,5,yes
Al Alali 450 105,العلالي مكرونة ايطالية 450ج105,ITM-06280,,Rice & Grains,pcs,,0.00,0.00,default,0,5,yes
Al Alali 450 16,مكرونة العلالي 450ج رقم 16,ITM-10254,,Rice & Grains,g,,0.00,0.00,default,0,5,yes
Al Alali 450 203,العلالي مكرونة ايطالية 450ج203,ITM-06281,,Rice & Grains,pcs,,0.00,0.00,default,0,5,yes
Al Alali 450 72,مكرونة ايطالية العلالي 450جم رقم 72,ITM-10319,,Rice & Grains,g,,0.00,0.00,default,0,5,yes
Al Alali 453,العلالي لقمة القاضي 453جم,ITM-03245,,General,g,,0.00,0.00,default,0,5,yes
Al Alali 473,العلالي خل طبيعي 473مل,ITM-04633,,General,ml,,0.00,0.00,default,0,5,yes
Al Alali 500,خليط العلالي البسبوسة 500جم,ITM-12381,,General,g,,0.00,0.00,default,0,5,yes
Al Alali 55 450,العلالي شعيرية ايطالية رقم55 450جم,ITM-06282,,General,g,,0.00,0.00,default,0,5,yes
Al Alali 567,اناناس العلالي فاخر 567جم,ITM-10459,,General,g,,0.00,0.00,default,0,5,yes
Al Alali 567,اناناس العلالي 567جم,ITM-10460,,General,g,,0.00,0.00,default,0,5,yes
Al Alali 60,ثوم بودرة العلالي 60ج,ITM-08708,,General,g,,0.00,0.00,default,0,5,yes
Al Alali 640,صلصلة المكرونة بالطريقة الايطالية العلالي 640ج,ITM-06652,,Rice & Grains,g,,0.00,0.00,default,0,5,yes
Al Alali 650,العلالي شيرة حلويات650جم,ITM-17422,,General,g,,0.00,0.00,default,0,5,yes
Al Alali 70,العلالي كريم كاراميل 70غم,ITM-13491,,Personal Care,pcs,,0.00,0.00,default,0,5,yes
Al Alali 75,العلالي خليط البشاميل 75غم,ITM-12504,,General,pcs,,0.00,0.00,default,0,5,yes
Al Alali 800,مربى العلالي بالكرز 800جم,ITM-02324,,General,g,,0.00,0.00,default,0,5,yes
Al Alali 800,العلالي مربى الفاكهة المشكلة 800جم,ITM-07194,,General,g,,0.00,0.00,default,0,5,yes
Al Alali 800,مربى توت العلالي 800جم,ITM-10534,,General,g,,0.00,0.00,default,0,5,yes
Al Alali 800,العلالي مربى الاناناس 800جم,ITM-13353,,General,g,,0.00,0.00,default,0,5,yes
Al Alali 82 450,العلالي مكرونة ايطالية82 450جم,ITM-06292,,Rice & Grains,g,,0.00,0.00,default,0,5,yes
Al Alali 825,العلالي خوخ دراق انصاف 825جم,ITM-10515,,General,g,,0.00,0.00,default,0,5,yes
Al Alali 84,كريم شانتية العلالي 84جم,ITM-00789,,Personal Care,g,,0.00,0.00,default,0,5,yes
Al Alali 84 2+1,كريم شانتية العلالي 84ج2+1مجان,ITM-12484,,Personal Care,pcs,,0.00,0.00,default,0,5,yes
Al Alali 85,حلوى الجلاتين ليمون العلالي 85ج,ITM-00154,,Personal Care,g,,0.00,0.00,default,0,5,yes
Al Alali 85,حلوى الجلاتين توت العلالي 85جم,ITM-04325,,Personal Care,g,,0.00,0.00,default,0,5,yes
Al Alali 85,حلوى الجيلاتين كرز العلالي 85جم,ITM-10279,,General,g,,0.00,0.00,default,0,5,yes
Al Alali 85,جلي العلالي ليمون 85جم,ITM-13628,,Personal Care,g,,0.00,0.00,default,0,5,yes
Al Alali 851,العلالي فواكة مشكلة 851جرام,ITM-04332,,General,pcs,,0.00,0.00,default,0,5,yes
Al Alali 99 450,مكرونة العلالي ايطالية شكل 99 450جم,ITM-06000,,Rice & Grains,g,,0.00,0.00,default,0,5,yes
Al Alali Cake 524,العلالي خليط كيك اصفر 524جم,ITM-03248,,Bread & Bakery,g,,0.00,0.00,default,0,5,yes
Al Alali Cake 524,العلالي خليط كيك جوز الهند 524ج,ITM-05271,,Bread & Bakery,g,,0.00,0.00,default,0,5,yes
Al Alali Cake Cola 524,العلالي خليط كيك شوكولاتة 524جم,ITM-04122,,Beverages,g,,0.00,0.00,default,0,5,yes
Al Alali Cake Eggs 524,العلالي خليط كيك ابيض 524جم,ITM-03247,,Dairy & Eggs,g,,0.00,0.00,default,0,5,yes
Al Alali Cake Orange 524,العلالي خليط كيك برتقال 524ج,ITM-03600,,Bread & Bakery,g,,0.00,0.00,default,0,5,yes
Al Alali Cake Strawberry 524,العلالي خليط كيك فراولة 524ج,ITM-00367,,Bread & Bakery,g,,0.00,0.00,default,0,5,yes
Al Alali Chewing GumCake 454,خليط العلالي البانكيك 454جم,ITM-12380,,Snacks & Confectionery,g,,0.00,0.00,default,0,5,yes
Al Alali Detergent 127,كلكاو وغني العلالي مسحوق ناعم 127جم,ITM-12385,,Household & Cleaning,g,,0.00,0.00,default,0,5,yes
Al Alali Eggs 185,العلالي سناك البيضاء185ج,ITM-09518,,Dairy & Eggs,g,,0.00,0.00,default,0,5,yes
Al Alali Eggs 2*400,العلالي شوفان ابيض 2*400جرام,ITM-03620,,Dairy & Eggs,pcs,,0.00,0.00,default,0,5,yes
Al Alali Eggs 400,العلالي الشوفان الأبيض 400جم,ITM-04542,,Dairy & Eggs,g,,0.00,0.00,default,0,5,yes
Al Alali Meat 170,العلالي لحم تونا فاتح 170جم,ITM-02748,,Meat & Poultry,g,,0.00,0.00,default,0,5,yes
Al Alali Meat 1740,العلالي لحم تونا فاخر 1740جم,ITM-02742,,Meat & Poultry,kg,,0.00,0.00,default,0,5,yes
Al Alali Meat 185,العلالي سناك الحمراء185ج,ITM-09517,,Meat & Poultry,g,,0.00,0.00,default,0,5,yes
Al Alali Meat 6*85,العلالي لحم تون فاتح عبوة عائلية 6*85ج,ITM-08162,,Meat & Poultry,g,,0.00,0.00,default,0,5,yes
Al Alali Meat 85,العلالي لحم تونا فاتح ممتاز 85جم,ITM-06532,,Meat & Poultry,g,,0.00,0.00,default,0,5,yes
Al Alali Meat 85,العلالي لحم تونا فاخر 85جم,ITM-09566,,Meat & Poultry,g,,0.00,0.00,default,0,5,yes
Al Alali Meat Eggs 170,العلالي لحم تونا ابيض 170جم,ITM-11498,,Dairy & Eggs,g,,0.00,0.00,default,0,5,yes
Al Alali Meat Eggs Oil 170,العلالي لحم تونا ابيض ممتاز بزيت دوار الشمس 170جم,ITM-08021,,Dairy & Eggs,g,,0.00,0.00,default,0,5,yes
Al Alali Meat Eggs Oil Oil 170,العلالي لحم تونا ابيض ممتاز بزيت الزيتون 170جم,ITM-08023,,Dairy & Eggs,g,,0.00,0.00,default,0,5,yes
Al Alali Meat Water 170,العلالي لحم تونا فاخر ممتاز بالماء 170جم,ITM-06369,,Beverages,g,,0.00,0.00,default,0,5,yes
Al Alali Oil 100,العلالي سردين بزيت دوار الشمس 100جم,ITM-11496,,Oils & Ghee,g,,0.00,0.00,default,0,5,yes
Al Alali Oil 85,العلالي تونا فاتح بزيت دوار الشمس 85جم,ITM-12434,,Oils & Ghee,g,,0.00,0.00,default,0,5,yes
Al Alali Oil Oil 170,العلالي تونا فاخر ممتاز بزيت الزيتون 170جم,ITM-08022,,Oils & Ghee,g,,0.00,0.00,default,0,5,yes
Al Alali Oil Pepper 100,العلالي زيت دوار لشمس والفلفل 100ج,ITM-09515,,Oils & Ghee,g,,0.00,0.00,default,0,5,yes
Al Alali Orange 85,جلي العلالي برتقال 85جم,ITM-13548,,Fresh Produce,g,,0.00,0.00,default,0,5,yes
Al Alali Orange400,مربى العلالي برتقال400جم,ITM-02325,,Fresh Produce,g,,0.00,0.00,default,0,5,yes
Al Alali Paper 908,العلالي ورق عنب فاخر 908جم,ITM-00354,,Fresh Produce,g,,0.00,0.00,default,0,5,yes
Al Alali Paste Tomato 130,العلالي معجون طماطم زجاج 130جم,ITM-11499,,Canned & Preserved,g,,0.00,0.00,default,0,5,yes
Al Alali Paste Tomato 130 7+1,العلالي معجون طماطم زجاج 130جم 7+1,ITM-17669,,Canned & Preserved,g,,0.00,0.00,default,0,5,yes
Al Alali Paste Tomato 8*130,العلالي معجون طماطم 8*130جم,ITM-09449,,Canned & Preserved,g,,0.00,0.00,default,0,5,yes
Al Alali Pepper 100,العلالي سردين الفلفل الحار 100جم,ITM-11497,,Spices & Seasonings,g,,0.00,0.00,default,0,5,yes
Al Alali Strawberry 160,العلالي مربى الفراولة 160جم,ITM-11500,,General,g,,0.00,0.00,default,0,5,yes
Al Alali Strawberry 340,العلالي مربى الفراولة لايت 340جم,ITM-10543,,General,g,,0.00,0.00,default,0,5,yes
Al Alali Strawberry 400,العلالي مربى الفراولة 400جم,ITM-10541,,General,g,,0.00,0.00,default,0,5,yes
Al Alali Strawberry 625,شراب العلالي الفراولة 625 جم,ITM-05041,,General,g,,0.00,0.00,default,0,5,yes
Al Alali Strawberry 625,شراب العلالي فراولة مع العرض625جرام,ITM-05042,,General,pcs,,0.00,0.00,default,0,5,yes
Al Alali Sugar 300,العلالي سكر بودرة 300جرام,ITM-07627,,Rice & Grains,pcs,,0.00,0.00,default,0,5,yes
Al Alali Sugar 300,العلالي سكر بودرة 300جم,ITM-17351,,Rice & Grains,g,,0.00,0.00,default,0,5,yes
Al Alali Tuna Oil 100,العلالي تونة بزيت دوار الشمس 100جم,ITM-09516,,Oils & Ghee,g,,0.00,0.00,default,0,5,yes
Al Alali Tuna Oil Oil 100,العلالي تونة بزيت الزيتون100ج,ITM-09514,,Oils & Ghee,g,,0.00,0.00,default,0,5,yes
Al Alali800,مربى المشمش العلالي800جم,ITM-06609,,General,g,,0.00,0.00,default,0,5,yes
Al Am Ahmr,ال ام احمر,ITM-10906,,General,pcs,,0.00,0.00,default,0,5,yes
Al Am Khfyf,ال ام خفيف,ITM-00045,,General,pcs,,0.00,0.00,default,0,5,yes
Al Am Nanaa,ال ام نعناع,ITM-05555,,General,pcs,,0.00,0.00,default,0,5,yes
Al Am Wan,ال ام وان,ITM-04999,,General,pcs,,0.00,0.00,default,0,5,yes
Al Kabeer ( )600,الكبير فري (سمان)600ج,ITM-01668,,General,g,,0.00,0.00,default,0,5,yes
Al Kabeer 12,الكبير سمبوسة الخضار 12حبة,ITM-01669,,Bread & Bakery,pcs,,0.00,0.00,default,0,5,yes
Al Kabeer 240,الكبير روبيان جامبو الطري 240جرام,ITM-11012,,General,pcs,,0.00,0.00,default,0,5,yes
Al Kabeer 270,الكبير قطع الخضار 270جرام,ITM-11011,,General,pcs,,0.00,0.00,default,0,5,yes
Al Kabeer 400,الكبير بازلاء خضراء 400ج,ITM-01666,,General,g,,0.00,0.00,default,0,5,yes
Al Kabeer 400,الكبير خضروات مشكلة 400ج,ITM-12177,,General,g,,0.00,0.00,default,0,5,yes
Al Kabeer 600,الكبير كباب سيخ 600ج,ITM-01670,,Meat & Poultry,g,,0.00,0.00,default,0,5,yes
Al Kabeer 8 Cheese,الكبير 8فطائر بالجبنة,ITM-11749,,Dairy & Eggs,pcs,,0.00,0.00,default,0,5,yes
Al Kabeer 8 Chicken 280,الكبير 8فطائر الدجاج 280ج,ITM-08321,,Bread & Bakery,g,,0.00,0.00,default,0,5,yes
Al Kabeer 8 Meat 320,الكبير 8 سيخ كباب لحم بقري320جرام,ITM-11014,,Meat & Poultry,pcs,,0.00,0.00,default,0,5,yes
Al Kabeer 8 Meat 320,الكبير 8 سيخ كباب لحم غنم 320جرام,ITM-11031,,Meat & Poultry,pcs,,0.00,0.00,default,0,5,yes
Al Kabeer 900,الكبير خضروات مشكلة 900ج,ITM-01667,,General,g,,0.00,0.00,default,0,5,yes
Al Kabeer 900,الكبير بازلاء خضراء900ج,ITM-12227,,General,g,,0.00,0.00,default,0,5,yes
Al Kabeer Cheese 12,الكبير سمبوسة الجبنة 12حبة,ITM-01671,,Dairy & Eggs,pcs,,0.00,0.00,default,0,5,yes
Al Kabeer Chicken 12,الكبير سمبوسة الدجاج 12حبة,ITM-01672,,Bread & Bakery,pcs,,0.00,0.00,default,0,5,yes
Al Kabeer Chicken 12,الكبير قطع دجاج تندوري 12قطعة,ITM-06477,,Meat & Poultry,pcs,,0.00,0.00,default,0,5,yes
Al Kabeer Chicken 1200,الكبير برجر الدجاج 1200جرام,ITM-10914,,Meat & Poultry,pcs,,0.00,0.00,default,0,5,yes
Al Kabeer Chicken 200,الكبير برجر دجاج 200جرام,ITM-11009,,Meat & Poultry,pcs,,0.00,0.00,default,0,5,yes
Al Kabeer Chicken 400,الكبير بوب كورن الدجاج 400ج,ITM-01673,,Meat & Poultry,g,,0.00,0.00,default,0,5,yes
Al Kabeer Chicken 400,الكبير كريزي قطع الدجاج 400ج,ITM-05991,,Meat & Poultry,g,,0.00,0.00,default,0,5,yes
Al Kabeer Chicken Bread 400,الكبير برجر الدجاج مغلف بالخبز 400جرام,ITM-10915,,Bread & Bakery,pcs,,0.00,0.00,default,0,5,yes
Al Kabeer Chicken Bread 450,الكبير فيلية الدجاج مغلف بالخبز 450جرام,ITM-11032,,Bread & Bakery,pcs,,0.00,0.00,default,0,5,yes
Al Kabeer Chicken Cheese 250,الكبير اصابع الدجاج والجبنة 250جرام,ITM-09558,,Dairy & Eggs,pcs,,0.00,0.00,default,0,5,yes
Al Kabeer Chicken Cheese 400,الكبير قطع الدجاج والجبنه400جرام,ITM-11015,,Dairy & Eggs,pcs,,0.00,0.00,default,0,5,yes
Al Kabeer Chicken270,الكبير قطع الدجاج270جرام,ITM-11010,,Meat & Poultry,pcs,,0.00,0.00,default,0,5,yes
Al Kabeer Meat 1200,الكبير برجر لحم بقر 1200جرام,ITM-11023,,Meat & Poultry,pcs,,0.00,0.00,default,0,5,yes
Al Kabeer Meat 200,الكبير برجر لحم بقر 200جرام,ITM-09556,,Meat & Poultry,pcs,,0.00,0.00,default,0,5,yes
Al Kabeer Meat 907,الكبير لحم غنم مع العضم 907,ITM-11081,,Meat & Poultry,pcs,,0.00,0.00,default,0,5,yes
Al Kabeer Meat 907,الكبير لحم جاموس بدون عظم 907,ITM-11082,,Meat & Poultry,pcs,,0.00,0.00,default,0,5,yes
Al Kabeer Potatoes 1000,الكبير اصابع بطاطس 1000جرام,ITM-03561,,Frozen Foods,pcs,,0.00,0.00,default,0,5,yes
Al Kabeer Potatoes 2500,الكبير اصابع بطاطس 2500جرام,ITM-09752,,Frozen Foods,pcs,,0.00,0.00,default,0,5,yes
Al Kabeer Potatoes 750,الكبير اصابع بطاطس 750جرام,ITM-03562,,Frozen Foods,pcs,,0.00,0.00,default,0,5,yes
Al Kaboustea,Al Kabousشاي,942,,Beverages,pcs,,0.00,6.00,default,0,5,yes
Al Marai Cheddar Chese,Al Marai Cheddar Chese,689,,General,pcs,,0.00,4.00,default,0,5,yes
Al Marai Cram,Al Marai Cram,686,,General,pcs,,0.00,5.00,default,0,5,yes
Al Marai Milk,al marai حليب,699,,Dairy & Eggs,pcs,,0.00,3.00,default,0,5,yes
Al Mazraa,فاصوليا حمراء مطبوخة المزرعة,249,,General,pcs,,0.00,2.50,default,0,5,yes
Al Mazraa 2,عصي المزرعة توت احمر2 لتر,ITM-01565,,General,L,,0.00,0.00,default,0,5,yes
Al Mazraa 2,المزرعة كوكتيل فواكة استوائية 2لتر,ITM-04074,,General,L,,0.00,0.00,default,0,5,yes
Al Mazraa 2,شراب الفواكة المشكلة المزرعة 2لتر,ITM-10071,,General,L,,0.00,0.00,default,0,5,yes
Al Mazraa 200,المزرعة توت أحمر 200مل,ITM-07192,,General,ml,,0.00,0.00,default,0,5,yes
Al Mazraa 200,شراب فواكة مشكل المزرعة 200م,ITM-10076,,General,pcs,,0.00,0.00,default,0,5,yes
Al Mazraa 400,بازلاء المزرعة 400غ,251,,General,pcs,,0.00,2.00,default,0,5,yes
Al Mazraa Cream 100,المزرعة قشطة بلدي طازج 100ج,ITM-00952,,Dairy & Eggs,g,,0.00,0.00,default,0,5,yes
Al Mazraa Cream 170,المزرعة قشطة 170جم,ITM-17597,,Dairy & Eggs,g,,0.00,0.00,default,0,5,yes
Al Mazraa Juice 1,المزرعة عصير فواكة مشكلة 1لتر,ITM-00951,,Beverages,L,,0.00,0.00,default,0,5,yes
Al Mazraa Juice 1,المزرعة عصير كوكتيل فواكة استوائية 1لتر,ITM-11756,,Beverages,L,,0.00,0.00,default,0,5,yes
Al Mazraa Juice Orange 1,المزرعة عصير برتقال 1لتر,ITM-00596,,Beverages,L,,0.00,0.00,default,0,5,yes
Al Mazraa Laban 3.78,المزرعة لبن طازج 3.78لتر,ITM-10062,,Dairy & Eggs,L,,0.00,0.00,default,0,5,yes
Al Nokhba,قالب جلي مع الغطاء النخبة,ITM-05978,,Personal Care,pcs,,0.00,0.00,default,0,5,yes
Al Nokhba 15,النخبة مكسرات مشكلة 15جم,ITM-15785,,General,g,,0.00,0.00,default,0,5,yes
Al Nokhba Mince 400,النخبة مفروم غنم 400جم,ITM-15148,,Meat & Poultry,g,,0.00,0.00,default,0,5,yes
Al Nokhba Pistachio 15,النخبة فستق 15جم,ITM-00029,,Snacks & Confectionery,g,,0.00,0.00,default,0,5,yes
Al Nours 100,النورس 100منديل مزدوج,ITM-05013,,General,pcs,,0.00,0.00,default,0,5,yes
Al Nours Paper 50,اكواب النورس ورق 50حبة,ITM-14923,,General,pcs,,0.00,0.00,default,0,5,yes
Al Oha Tuna 185G,al oha تونة 185g,672,,Canned & Preserved,g,,0.00,6.00,default,0,5,yes
Al Rabie,فاصولية حمراء الربيع,ITM-10193,,General,pcs,,0.00,0.00,default,0,5,yes
Al Rabie,بازلاء الربيع خضراء,ITM-10194,,General,pcs,,0.00,0.00,default,0,5,yes
Al Rabie 1,الربيع اناناس وجوافة 1لتر,ITM-02399,,General,L,,0.00,0.00,default,0,5,yes
Al Rabie 1,الربيع رمان 1لتر,ITM-02400,,Fresh Produce,L,,0.00,0.00,default,0,5,yes
Al Rabie 1,الربيع شراب جويابالفانيلا 1لتر,ITM-04562,,General,L,,0.00,0.00,default,0,5,yes
Al Rabie 1,الربيع نكتار الجوافة 1لتر,ITM-06482,,General,L,,0.00,0.00,default,0,5,yes
Al Rabie 1,كمفرت معطر ندى الربيع 1 لتر,ITM-10774,,Personal Care,L,,0.00,11.00,default,0,5,yes
Al Rabie 1,الربيع نكتار فواكة 1لتر,ITM-11458,,General,L,,0.00,0.00,default,0,5,yes
Al Rabie 1,الربيع جويا كالسيوم 1لتر,ITM-11459,,General,L,,0.00,0.00,default,0,5,yes
Al Rabie 1,الربيع شراب التوت 1لتر,ITM-11460,,General,L,,0.00,0.00,default,0,5,yes
Al Rabie 1,الربيع ليمون ونعناع 1لتر,ITM-15548,,General,L,,0.00,0.00,default,0,5,yes
Al Rabie 1000,الربيع كركدية وورد 1000مل,ITM-00017,,Beverages,L,,0.00,0.00,default,0,5,yes
Al Rabie 1000,الربيع اناناس وجوز الهند 1000م,ITM-11463,,General,pcs,,0.00,0.00,default,0,5,yes
Al Rabie 1000,الربيع جوافة وردية 1000مل,ITM-11595,,General,L,,0.00,0.00,default,0,5,yes
Al Rabie 120,الربيع اطفال فواكة مشكل 120م,ITM-02925,,General,pcs,,0.00,0.00,default,0,5,yes
Al Rabie 120,الربيع اطفال مشمش 120م,ITM-02929,,General,pcs,,0.00,0.00,default,0,5,yes
Al Rabie 120,الربيع اطفال توت مشكل 120م,ITM-02931,,General,pcs,,0.00,0.00,default,0,5,yes
Al Rabie 2,كمفرت ندى الربيع 2 لتر,ITM-12342,,General,L,,0.00,0.00,default,0,5,yes
Al Rabie 2 *15,كمفرت ندى الربيع 2لتر*15خصم,ITM-11586,,General,L,,0.00,0.00,default,0,5,yes
Al Rabie 2 *20%0,كمفرت ندى الربيع 2لتر *20%0,ITM-02867,,General,L,,0.00,0.00,default,0,5,yes
Al Rabie 200,الربيع توت200م,ITM-00396,,General,pcs,,0.00,0.00,default,0,5,yes
Al Rabie 200,الربيع جوافة 200م,ITM-03004,,General,pcs,,0.00,0.00,default,0,5,yes
Al Rabie 200,الربيع ليمون وكوي 200م,ITM-03005,,General,pcs,,0.00,0.00,default,0,5,yes
Al Rabie 200,الربيع كيدزي بنكهة التوتي 200مل,ITM-03929,,General,ml,,0.00,0.00,default,0,5,yes
Al Rabie 200,الربيع جويا شراب الصويا المنكة اصلى 200مل,ITM-05677,,General,ml,,0.00,0.00,default,0,5,yes
Al Rabie 200,الربيع جويا شراب الصويا المنكة فانيلا 200مل,ITM-05678,,General,ml,,0.00,0.00,default,0,5,yes
Al Rabie 200,الربيع فواكة مشكلة 200م,ITM-07090,,General,pcs,,0.00,0.00,default,0,5,yes
Al Rabie 200,الربيع كيدزي بنكهة المارشميلة200مل,ITM-08772,,General,ml,,0.00,0.00,default,0,5,yes
Al Rabie 200,الربيع فواكة مشكلة 200مل,ITM-14590,,General,ml,,0.00,2.00,default,0,5,yes
Al Rabie 200,الربيع توت مشكل 200مل,ITM-14591,,General,ml,,0.00,2.00,default,0,5,yes
Al Rabie 200,الربيع كيدزي بنكهة المارشميلو 200مل,ITM-15986,,General,ml,,0.00,0.00,default,0,5,yes
Al Rabie 3,كمفورت ندى الربيع 3 لتر,ITM-04823,,General,L,,0.00,0.00,default,0,5,yes
Al Rabie 3,كمفرت ندى الربيع 3 لتر,ITM-16373,,General,L,,0.00,0.00,default,0,5,yes
Al Rabie 3*1,شراب الربيع 3*1لتر,ITM-04637,,General,L,,0.00,0.00,default,0,5,yes
Al Rabie 300,الربيع مشرؤب بطيخ وورد 300مل,ITM-06009,,General,ml,,0.00,0.00,default,0,5,yes
Al Rabie 330,الربيع الجوافة 330م,ITM-00397,,General,pcs,,0.00,0.00,default,0,5,yes
Al Rabie 330,الربيع فواكة مشكل 330م,ITM-01796,,General,pcs,,0.00,3.50,default,0,5,yes
Al Rabie 330,الربيع اناناس وجوز الهند 330م,ITM-01799,,General,pcs,,0.00,0.00,default,0,5,yes
Al Rabie 330,الربيع توت مشكل 330م,ITM-01800,,General,pcs,,0.00,3.50,default,0,5,yes
Al Rabie 330,الربيع ليمون وكيوي330م,ITM-01802,,General,pcs,,0.00,3.50,default,0,5,yes
Al Rabie 330,الربيع اناناس 330ج,ITM-02019,,General,g,,0.00,3.50,default,0,5,yes
Al Rabie 330,الربيع مع فواكة مشكل 330م,ITM-02397,,General,pcs,,0.00,0.00,default,0,5,yes
Al Rabie 330,الربيع كابتشينو وقهو 330م,ITM-02405,,General,pcs,,0.00,0.00,default,0,5,yes
Al Rabie 330,الربيع اناناس وجوافة 330م,ITM-03009,,General,pcs,,0.00,0.00,default,0,5,yes
Al Rabie 330,الربيع جوافة وردي 330مل,ITM-03011,,General,ml,,0.00,0.00,default,0,5,yes
Al Rabie 380,ذرة الربيع حلوة380ج,ITM-02422,,Canned & Preserved,g,,0.00,0.00,default,0,5,yes
Al Rabie 4,كمفرت بندى الربيع 4لتر,ITM-00063,,General,L,,0.00,0.00,default,0,5,yes
Al Rabie 59,شوربة خضار الربيع ماجي 59ج,ITM-10021,,General,g,,0.00,0.00,default,0,5,yes
Al Rabie Apple 1,الربيع تفاح 1لتر,ITM-02401,,Fresh Produce,L,,0.00,0.00,default,0,5,yes
Al Rabie Apple 250,شراب الربيع التفاح 250م,ITM-01177,,Fresh Produce,pcs,,0.00,0.00,default,0,5,yes
Al Rabie Apple 330,الربيع تفاح 330م,ITM-01797,,Fresh Produce,pcs,,0.00,3.50,default,0,5,yes
Al Rabie Apple120,الربيع اطفال تفاح120م,ITM-02930,,Fresh Produce,pcs,,0.00,0.00,default,0,5,yes
Al Rabie Apple200,الربيع تفاح200م,ITM-01441,,Fresh Produce,pcs,,0.00,0.00,default,0,5,yes
Al Rabie Biscuits 200,الربيع كيدزي بنكهة البسكويت 200مل,ITM-01067,,Snacks & Confectionery,ml,,0.00,0.00,default,0,5,yes
Al Rabie Chewing Gum 200,الربيع كيدزي بنكهة العلكة 200مل,ITM-02074,,Snacks & Confectionery,ml,,0.00,0.00,default,0,5,yes
Al Rabie Chocolate 1,الربيع شراب جويا بالشوكلاتة 1لتر,ITM-04561,,Beverages,L,,0.00,0.00,default,0,5,yes
Al Rabie Dates 1000,الربيع تمر هندي 1000مل,ITM-00018,,Beverages,L,,0.00,0.00,default,0,5,yes
Al Rabie Drink 1.75,الربيع مشروب بطيخ وورد 1.75لتر,ITM-12258,,Beverages,L,,0.00,0.00,default,0,5,yes
Al Rabie Drink 200,الربيع مشروب فواكة مشكلة 200مل,ITM-06007,,Beverages,ml,,0.00,0.00,default,0,5,yes
Al Rabie Drink 200,الربيع مشروب ليمون وكيوي 200مل,ITM-06008,,Beverages,ml,,0.00,0.00,default,0,5,yes
